derived_ethnicity,derived_race,derived_sex,action_taken,loan_amount,interest_rate,property_value,applicant_age,income,debt_to_income_ratio,applicant_ethnicity_observed,applicant_race_observed,applicant_sex_observed,denial_reason_1
Not Hispanic or Latino,Asian,Female,1,515000,6.625,865000,45-54,144.0,38.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,395000,6.625,575000,35-44,118.0,42.0,1,1,1,10
Not Hispanic or Latino,Asian,Female,1,115000,6.875,175000,35-44,46.0,31.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,495000,6.625,715000,35-44,156.0,36.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,375000,6.375,535000,25-34,132.0,35.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,445000,6.375,635000,45-54,108.0,41.0,1,1,1,10
Not Hispanic or Latino,Asian,Male,1,455000,6.375,655000,25-34,144.0,34.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,495000,6.5,725000,35-44,132.0,36.0,1,1,1,10
Not Hispanic or Latino,Asian,Male,1,525000,6.375,755000,<25,140.0,38.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,585000,6.375,905000,35-44,162.0,41.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,675000,6.5,965000,55-64,172.0,37.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,395000,6.5,645000,25-34,118.0,32.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,405000,6.75,575000,45-54,132.0,24.0,1,1,1,10
Not Hispanic or Latino,Asian,Female,1,425000,6.875,665000,35-44,144.0,29.0,1,1,1,10
Not Hispanic or Latino,Asian,Male,1,385000,6.625,545000,25-34,114.0,41.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,885000,6.5,1405000,35-44,228.0,36.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,325000,6.75,475000,25-34,112.0,34.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,985000,6.5,1465000,35-44,204.0,42.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,435000,6.25,865000,25-34,156.0,35.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,425000,6.625,615000,25-34,130.0,36.0,1,1,1,10
Not Hispanic or Latino,Asian,Female,1,425000,6.25,605000,35-44,156.0,38.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,455000,6.5,655000,25-34,138.0,39.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,565000,6.375,875000,25-34,144.0,38.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,395000,6.375,565000,35-44,126.0,37.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,565000,6.375,805000,25-34,169.0,36.0,1,1,1,10
Not Hispanic or Latino,Asian,Female,1,395000,6.625,575000,35-44,114.0,31.0,1,1,1,10
Not Hispanic or Latino,Asian,Female,1,325000,6.5,715000,25-34,106.0,34.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,395000,6.5,565000,45-54,118.0,38.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,465000,6.5,665000,55-64,118.0,47.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,355000,6.75,505000,25-34,114.0,30.0,1,1,1,10
Not Hispanic or Latino,Asian,Female,1,435000,6.375,625000,45-54,126.0,37.0,1,1,1,10
Not Hispanic or Latino,Asian,Female,1,895000,6.5,1285000,25-34,222.0,44.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,335000,6.25,475000,35-44,96.0,34.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,255000,6.5,905000,35-44,162.0,33.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,425000,6.375,615000,45-54,104.0,49.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,375000,6.75,625000,35-44,100.0,47.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,365000,6.5,555000,45-54,139.0,36.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,435000,6.5,675000,45-54,130.0,33.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,565000,6.375,935000,25-34,144.0,43.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,475000,6.5,785000,45-54,114.0,48.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,235000,6.375,645000,35-44,102.0,36.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,795000,6.5,1235000,25-34,192.0,42.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,385000,6.375,595000,25-34,156.0,31.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,235000,6.375,475000,35-44,104.0,35.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,365000,6.5,565000,25-34,118.0,36.0,1,1,1,10
Not Hispanic or Latino,Asian,Female,1,525000,6.375,815000,25-34,168.0,39.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,265000,6.5,565000,25-34,106.0,31.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,385000,4.125,435000,25-34,98.0,38.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,695000,4.25,715000,25-34,100.0,54.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,555000,6.5,905000,45-54,112.0,52.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,535000,6.5,775000,35-44,175.0,33.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,335000,6.625,485000,35-44,102.0,31.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,455000,6.5,805000,45-54,142.0,35.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,695000,6.375,995000,55-64,164.0,41.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,495000,6.375,725000,45-54,132.0,37.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,645000,6.375,985000,<25,146.0,41.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,405000,6.375,685000,45-54,96.0,44.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,425000,6.375,995000,25-34,174.0,32.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,345000,6.375,555000,25-34,119.0,34.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,1245000,6.625,2075000,35-44,936.0,36.0,1,1,1,10
Not Hispanic or Latino,Asian,Male,1,745000,6.5,1155000,25-34,190.0,45.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,665000,6.625,1105000,35-44,144.0,42.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,405000,6.625,635000,35-44,114.0,34.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,545000,6.25,845000,35-44,150.0,40.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,425000,6.375,655000,35-44,132.0,36.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,355000,6.375,555000,35-44,132.0,31.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,515000,6.5,825000,25-34,144.0,34.0,1,1,1,10
Not Hispanic or Latino,Asian,Male,1,2505000,6.5,3855000,35-44,802.0,40.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,375000,6.5,755000,25-34,126.0,34.0,2,2,2,10
Hispanic or Latino,White,Female,1,385000,4.375,395000,65-74,59.0,59.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,605000,6.5,1205000,25-34,154.0,38.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,435000,6.5,725000,45-54,138.0,31.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,425000,6.5,705000,45-54,107.0,45.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,475000,6.5,1155000,25-34,151.0,34.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,215000,6.375,405000,45-54,84.0,34.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,455000,6.375,705000,45-54,108.0,42.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,515000,6.5,795000,35-44,144.0,46.0,1,1,1,10
Not Hispanic or Latino,Asian,Male,1,435000,6.5,665000,35-44,114.0,45.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,655000,6.375,1005000,35-44,179.0,39.0,2,2,2,10
Not Hispanic or Latino,White,Female,1,385000,4.25,395000,35-44,65.0,60.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,335000,6.375,835000,35-44,94.0,39.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,385000,6.5,845000,35-44,144.0,53.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,425000,6.375,655000,35-44,114.0,39.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,305000,6.375,545000,35-44,94.0,39.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,435000,6.5,665000,35-44,138.0,38.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,495000,6.375,785000,35-44,144.0,48.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,395000,6.5,655000,35-44,215.0,27.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,615000,6.625,995000,25-34,174.0,32.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,785000,6.5,1205000,45-54,240.0,37.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,275000,6.375,555000,25-34,94.0,37.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,305000,6.625,1305000,35-44,118.0,33.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,465000,6.375,725000,25-34,108.0,43.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,805000,6.5,1375000,55-64,175.0,45.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,395000,6.5,605000,35-44,115.0,32.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,295000,6.375,575000,35-44,118.0,36.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,415000,6.5,635000,35-44,116.0,41.0,1,1,1,10
Not Hispanic or Latino,Asian,Male,1,455000,6.5,755000,45-54,123.0,43.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,395000,6.5,605000,35-44,108.0,40.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,465000,6.5,725000,35-44,138.0,36.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,625000,6.625,965000,45-54,178.0,36.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,475000,6.375,955000,35-44,156.0,39.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,575000,6.375,875000,35-44,162.0,39.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,115000,6.375,185000,35-44,78.0,3.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,455000,6.375,705000,35-44,156.0,43.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,645000,6.375,985000,25-34,156.0,42.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,385000,6.5,645000,45-54,107.0,46.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,305000,6.375,465000,35-44,117.0,32.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,395000,6.375,775000,25-34,114.0,38.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,575000,6.75,885000,45-54,150.0,37.0,1,1,1,10
Not Hispanic or Latino,Asian,Male,1,405000,6.375,685000,45-54,162.0,37.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,605000,6.375,995000,25-34,156.0,40.0,1,1,1,10
Not Hispanic or Latino,Asian,Male,1,355000,6.5,815000,25-34,163.0,33.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,405000,6.375,625000,<25,109.0,45.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,425000,6.375,655000,25-34,114.0,46.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,505000,6.625,775000,35-44,120.0,38.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,375000,6.5,585000,35-44,118.0,32.0,1,1,1,10
Not Hispanic or Latino,Asian,Female,1,375000,6.5,585000,25-34,94.0,49.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,405000,6.375,675000,45-54,108.0,40.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,825000,6.25,1275000,35-44,225.0,42.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,405000,6.375,705000,25-34,119.0,39.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,485000,6.375,755000,55-64,166.0,30.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,385000,6.5,925000,25-34,229.0,37.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,635000,6.625,975000,35-44,186.0,30.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,475000,6.375,725000,25-34,150.0,40.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,475000,6.375,735000,45-54,150.0,45.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,465000,6.375,725000,55-64,198.0,42.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,355000,5.875,655000,25-34,195.0,24.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,685000,6.375,1055000,25-34,230.0,43.0,2,2,2,10
Not Hispanic or Latino,White,Male,1,675000,4.625,715000,35-44,106.0,57.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,405000,6.5,625000,45-54,150.0,31.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,315000,6.5,715000,45-54,118.0,39.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,595000,6.375,925000,45-54,144.0,43.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,725000,6.5,1115000,35-44,222.0,39.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,375000,6.5,575000,35-44,120.0,37.0,1,1,1,10
Not Hispanic or Latino,Asian,Male,1,455000,6.5,705000,55-64,176.0,42.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,615000,6.625,955000,<25,144.0,40.0,1,1,1,10
Not Hispanic or Latino,Asian,Female,1,535000,6.5,825000,35-44,174.0,38.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,365000,6.625,565000,35-44,102.0,32.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,495000,6.625,755000,45-54,156.0,37.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,375000,6.375,585000,35-44,156.0,38.0,1,1,1,10
Not Hispanic or Latino,Asian,Male,1,495000,6.375,775000,35-44,156.0,47.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,295000,6.375,645000,45-54,84.0,42.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,385000,6.625,605000,45-54,114.0,42.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,325000,6.5,545000,35-44,106.0,36.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,285000,6.625,955000,25-34,118.0,31.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,645000,6.75,1075000,35-44,275.0,36.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,585000,6.5,905000,25-34,348.0,23.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,585000,6.625,895000,35-44,177.0,35.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,475000,6.5,785000,35-44,132.0,38.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,385000,6.625,1135000,25-34,173.0,33.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,565000,4.875,615000,55-64,93.0,53.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,305000,6.5,965000,35-44,114.0,32.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,385000,6.875,655000,25-34,120.0,43.0,1,1,1,10
Not Hispanic or Latino,Asian,Female,1,625000,6.625,1305000,35-44,163.0,49.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,475000,6.875,735000,25-34,154.0,35.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,335000,6.5,515000,45-54,114.0,36.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,845000,6.5,1305000,45-54,224.0,38.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,455000,6.5,705000,35-44,144.0,45.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,485000,6.75,755000,35-44,150.0,35.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,515000,6.5,785000,55-64,141.0,43.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,255000,6.625,905000,45-54,142.0,22.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,565000,6.5,945000,25-34,156.0,37.0,1,1,1,10
Not Hispanic or Latino,Asian,Male,1,455000,6.5,705000,45-54,154.0,37.0,2,2,2,10
Hispanic or Latino,White,Female,1,565000,5.0,585000,35-44,110.0,45.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,665000,4.875,735000,25-34,140.0,40.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,265000,6.5,445000,35-44,118.0,31.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,445000,6.625,735000,35-44,148.0,31.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,645000,6.625,995000,25-34,173.0,39.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,385000,6.625,645000,35-44,150.0,37.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,445000,6.625,745000,35-44,132.0,34.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,495000,6.625,815000,35-44,146.0,42.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,255000,6.5,855000,45-54,96.0,30.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,375000,6.75,705000,35-44,162.0,36.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,1045000,6.75,1615000,45-54,247.0,42.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,305000,6.5,635000,45-54,118.0,21.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,745000,6.5,1145000,45-54,204.0,44.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,405000,6.625,625000,<25,138.0,38.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,435000,6.625,675000,35-44,132.0,44.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,605000,6.5,945000,35-44,168.0,41.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,445000,7.125,685000,45-54,115.0,38.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,635000,6.625,985000,35-44,180.0,47.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,305000,6.75,685000,45-54,107.0,38.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,1095000,6.875,1695000,45-54,270.0,36.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,485000,6.5,735000,35-44,142.0,38.0,1,1,1,10
Not Hispanic or Latino,Asian,Female,1,395000,6.75,605000,25-34,144.0,36.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,885000,6.625,1485000,25-34,234.0,49.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,735000,6.875,1215000,25-34,180.0,36.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,385000,6.625,705000,35-44,118.0,41.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,355000,6.75,995000,45-54,114.0,30.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,595000,6.625,995000,25-34,168.0,43.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,605000,6.875,935000,<25,154.0,36.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,465000,6.625,715000,45-54,144.0,32.0,1,1,1,10
Not Hispanic or Latino,Asian,Female,1,385000,6.625,595000,35-44,208.0,40.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,615000,5.0,635000,25-34,99.0,53.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,265000,7.125,415000,35-44,70.0,44.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,425000,5.125,445000,25-34,82.0,49.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,575000,6.75,885000,45-54,174.0,40.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,595000,6.875,995000,45-54,168.0,36.0,1,1,1,10
Not Hispanic or Latino,Asian,Female,1,435000,6.625,675000,35-44,118.0,46.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,1165000,6.75,1795000,35-44,296.0,40.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,415000,6.625,645000,55-64,114.0,46.0,1,1,1,10
Not Hispanic or Latino,Asian,Male,1,315000,6.75,715000,35-44,118.0,44.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,495000,6.625,1065000,55-64,150.0,36.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,465000,6.75,715000,45-54,175.0,39.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,395000,6.75,995000,45-54,108.0,49.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,465000,6.75,955000,25-34,108.0,41.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,305000,6.625,725000,45-54,78.0,43.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,405000,6.625,675000,35-44,118.0,42.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,425000,6.875,665000,25-34,114.0,43.0,1,1,1,10
Not Hispanic or Latino,Asian,Male,1,585000,6.875,975000,35-44,132.0,41.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,395000,6.625,755000,45-54,108.0,38.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,445000,6.75,745000,45-54,132.0,30.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,265000,6.5,995000,35-44,84.0,38.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,455000,6.625,785000,35-44,120.0,38.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,285000,6.75,435000,25-34,106.0,33.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,395000,6.625,625000,35-44,102.0,46.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,575000,6.625,885000,25-34,156.0,49.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,495000,6.75,935000,45-54,168.0,36.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,645000,6.625,995000,35-44,196.0,44.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,595000,6.625,925000,25-34,156.0,38.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,525000,6.875,875000,35-44,162.0,38.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,395000,6.625,615000,35-44,113.0,44.0,1,1,1,10
Not Hispanic or Latino,Asian,Male,1,495000,6.75,825000,45-54,144.0,36.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,585000,6.875,905000,25-34,198.0,40.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,455000,6.875,765000,55-64,112.0,42.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,425000,6.625,665000,45-54,118.0,39.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,565000,6.875,875000,25-34,154.0,42.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,365000,6.875,565000,45-54,107.0,42.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,445000,6.625,685000,35-44,139.0,42.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,645000,6.875,1185000,35-44,181.0,36.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,645000,6.75,995000,55-64,192.0,38.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,425000,7.0,665000,25-34,217.0,24.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,305000,6.875,475000,35-44,106.0,36.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,155000,7.375,675000,45-54,96.0,31.0,1,1,1,10
Not Hispanic or Latino,Asian,Female,1,825000,6.75,1275000,35-44,269.0,41.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,495000,7.0,765000,<25,126.0,42.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,265000,6.875,415000,35-44,114.0,32.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,575000,6.75,965000,25-34,180.0,40.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,425000,7.0,655000,45-54,160.0,37.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,545000,7.0,915000,25-34,148.0,39.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,705000,7.0,1635000,25-34,216.0,41.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,385000,7.0,595000,25-34,102.0,39.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,475000,7.0,785000,35-44,118.0,43.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,185000,6.875,765000,35-44,96.0,27.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,815000,7.0,1355000,<25,198.0,43.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,635000,7.125,975000,25-34,184.0,39.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,575000,7.0,885000,55-64,190.0,35.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,435000,7.25,665000,35-44,144.0,36.0,1,1,1,10
Not Hispanic or Latino,Asian,Female,1,405000,7.125,625000,25-34,118.0,36.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,345000,6.875,575000,45-54,120.0,37.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,635000,7.125,985000,35-44,156.0,47.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,325000,6.875,505000,35-44,104.0,36.0,1,1,1,10
Not Hispanic or Latino,Black or African American,Female,1,485000,5.5,495000,<25,129.0,34.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,525000,7.0,815000,45-54,154.0,36.0,1,1,1,10
Not Hispanic or Latino,Asian,Female,1,595000,5.5,735000,25-34,135.0,40.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,335000,7.25,515000,35-44,132.0,40.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,595000,7.25,995000,45-54,192.0,39.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,655000,6.0,745000,25-34,179.0,35.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,555000,7.25,865000,35-44,180.0,37.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,495000,7.375,825000,45-54,139.0,37.0,2,2,2,10
Not Hispanic or Latino,Asian,Male,1,455000,7.25,745000,35-44,148.0,36.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,445000,7.25,795000,25-34,150.0,39.0,2,2,2,10
Not Hispanic or Latino,Asian,Female,1,305000,7.375,475000,35-44,138.0,36.0,2,2,2,10
Not Hispanic or Latino,White,Male,3,115000,Exempt,Exempt,25-34,46.0,,2,2,2,1111
Not Hispanic or Latino,White,Female,3,65000,Exempt,Exempt,35-44,12.0,,2,2,2,1111
Not Hispanic or Latino,White,Male,3,45000,Exempt,Exempt,45-54,33.0,,2,2,2,1111
